labeling_id,pmid,doi,year,journal,title,abstract,url,labeler2_decision,labeler2_confidence,labeler2_rationale,labeler2_criteria_failed
LBL-078,24037362,10.1590/S0034-8910.2013047004410,2013,Revista de saude publica,Particulate matter originating from biomass burning and respiratory.,"OBJECTIVE: To analyze the effects of exposure to fine particulate matter from burning on hospital admissions due to respiratory diseases in children and the elderly. METHODS: This is an ecological time series study that took place in the city of Cuiaba, Mato Grosso, in Brazil's Amazon Region, in 2005. Information on the daily levels of fine particulate matter PM2.5 was made available by the Brazilian National Institute for Spatial Research. The model included variables related to temperature, relative humidity and adjusts for seasonality and calendar effects. Poisson regression with generalized additive models was used. RESULTS: A 10 µg/m3 increase in the level of exposure to PM2.5 was associated with increases of 9.1%, 9.2% and 12.1% in hospital admissions due to respiratory diseases in children for moving averages of 1, 2 and 5 days, respectively. For the dry season, the level of exposure to particulate matter was associated with increases of 11.4%, 21.6% and 22.0% in hospital admissions in children for moving averages of 1, 5 and 6 days, respectively. No significant link was noticed in the elderly. CONCLUSIONS: The results show the influence of PM2.5 on hospitalizations for respiratory disease in children under 5 in the region studied.",https://pubmed.ncbi.nlm.nih.gov/24037362/,EXCLUDE,MEDIUM,SEM IC 95%,5
LBL-079,33496025,10.1002/jat.4138,2021,Journal of applied toxicology : JAT,The toxicity of ambient fine particulate matter (PM2.5) to vascular endothelial cells.,"Several epidemiologic and toxicological studies have widely regarded ambient fine particulate matter (PM2.5), the particles with an aerodynamic diameter less than 2.5 μm, as a strong potential threat to human health. PM2.5 exposure is mainly through the respiratory tract where it can permeate the lung alveoli and enter the blood circulation. After going into the circulation, PM2.5 directly confronts the vascular endothelial cells (VECs). The VECs, which are lined up in the innermost layer of the blood vessels, are essential in the homeostasis of physiological processes. Thus, the damage and dysfunction of VECs is a common cause of various diseases. In this review, we summarize the toxicity of PM2.5 to VECs including the pathophysiological mechanism and the effects of VEC-mediated physiological functions. The review has discussed the association of impaired VEC function by PM2.5 with various diseases, indicating that the VECs may be an effective assessment of public health recommendations under PM2.5 exposure. Therefore, reducing the adverse effect of PM2.5 on VECs will prevent the potential occurrence and fatality of the relevant diseases in the future.",https://pubmed.ncbi.nlm.nih.gov/33496025/,EXCLUDE,HIGH,REVIEW,1
LBL-080,17096045,10.1590/s0102-311x2006001200016,2006,Cadernos de saude publica,"[Respiratory and cardiovascular hospitalizations associated with air pollution in the city of São Paulo, Brazil].","The recognition that current air pollution levels cause harmful health effects makes the definition of the air quality regulatory process imperative. This study examines the association between exposure to air pollution and hospital admissions in the city of São Paulo, aiming to support the development of measures to reduce such health risks. The authors conducted an ecological time series study of hospital admissions for respiratory and cardiovascular diseases in children and the elderly in relation to daily air pollution levels, using generalized additive Poisson regression models. All air pollutants except ozone showed a statistically significant association with admissions for respiratory and cardiovascular diseases. An increase of 10 microg/m3 in fine particulate matter was associated with a 4.6% increase in asthma admissions in children and a 4.3% increase in admissions for chronic obstructive pulmonary disease and 1.5% for ischemic heart disease in the elderly. These associations are consistent with a large body of literature in this area and indicate that the current air pollution levels in São Paulo have an important negative impact on the population's health.",https://pubmed.ncbi.nlm.nih.gov/17096045/,EXCLUDE,HIGH,NAO É EM INGLÊS,6
LBL-081,35853756,10.1016/j.jfo.2022.02.007,2022,Journal francais d'ophtalmologie,[Ocular surface and outdoor air pollution: A systematic review].,"INTRODUCTION: Air pollution has steadily increased for several decades, with widely studied effects on human health, including increased mortality, incidence of stroke, respiratory and allergic disease. However, the effects of pollution on the ocular surface, in direct contact with the outside world, have been less precisely studied. MATERIALS AND METHODS: We conducted a literature review of articles on the subject published from 1966 to October 2020. Among the 661 articles identified, 33 were retained. Ocular surface disease associated with pollution included non-specific conjunctivitis, dry eye disease, blepharitis, and allergic conjunctivitis. The studied pollutants were particulate matter less than 2.5μm and 10μm (PM2.5, PM10), ozone (O3), nitrogen dioxide (NO2), carbon monoxide (CO) and sulfur dioxide (SO2). Certain air quality parameters such as temperature and relative humidity were also studied. RESULTS: Among the markers of air pollution possibly associated with ophthalmic disease, NO2 and SO2 appear to be the most frequent and highly correlated. High temperatures and low humidity levels also appear to be aggravating factors for the ocular surface. However, due to the heterogeneity of the studies, the results must be interpreted with caution. Indeed, the methodology and the results of the various studies are sometimes contradictory. The inclusion of patients, the analysis of environmental data, and the correlation between these two elements indeed raise numerous methodological questions. CONCLUSION: Air pollution control would appear essential, as well as the development of new studies based on reliable methods of studying the environmental and its clinical effects.",https://pubmed.ncbi.nlm.nih.gov/35853756/,EXCLUDE,HIGH,SYSTEMATIC REVIEW E NÃO É EM INGLÊS,"1,6"
LBL-082,23544440,10.1080/09603123.2013.782604,2014,International journal of environmental health research,Impact of Saharan dust particles on hospital admissions in Madrid (Spain).,"Saharan dust intrusions make a major contribution to levels of particulate matter (PM) present in the atmosphere of large cities. We analysed the impact of different PM fractions during periods with and without Saharan dust intrusions, using time-series analysis with Poisson regression models, based on: concentrations of coarse PM (PM10 and PM10-2.5) and fine PM (PM2.5); and daily all-, circulatory- and respiratory-cause hospital admissions. While periods without Saharan dust intrusions were marked by a statistically significant association between daily mean PM2.5 concentrations and all- and circulatory-cause hospital admissions, periods with such intrusions saw a significant increase in respiratory-cause admissions associated with fractions corresponding to PM10 and PM10-2.5.",https://pubmed.ncbi.nlm.nih.gov/23544440/,INCLUDE,MEDIUM,"ESTUDO-MP2,5-TIME SERIES-RESPIRATÓRIO-IC 95% NAO APARENTE-INGLÊS",0
LBL-083,34343988,10.1159/000517710,2021,Contributions to nephrology,Air Pollution and Kidney Diseases: PM2.5 as an Emerging Culprit.,"Clinical Background: As a result of modern industrialization, air pollution has become a potential contributor to global burden of noncommunicable diseases, such as cardiovascular disease, respiratory disease, and kidney disease. Epidemiology: Emerging epidemiological evidence has demonstrated that exposure to ambient air pollution is associated with an increased risk for the development and progression of chronic kidney disease (CKD) and CKD-related mortality. Exposure to PM2.5, even at relatively low concentrations, is a risk factor for a lower estimated glomerular filtration rate and a faster decline in glomerular filtration rate. It has been estimated that the global burden of CKD attributable to PM2.5 is 6.95 million incident cases of CKD per year. Low- and middle-income countries in the Eastern Mediterranean and South-East Asia regions experienced the highest urban air pollution levels, thus facing a heavier burden of related disease. Challenges: Despite a growing awareness of kidney damage related to air pollution, large gaps still exist between the exact toxicological effect of particles on the kidney and the increasing prevalence of air pollution-related kidney diseases. Considering the geographic variation of air pollution, more longitudinal studies in different parts of the world are urgently needed, especially in those most affected countries. Prevention and Treatment: Air pollution control should be regarded as a high priority in urban plan and policy making. Actions are required to narrow gaps in knowledge and clean air, thus preventing air pollution-related kidney disease.",https://pubmed.ncbi.nlm.nih.gov/34343988/,EXCLUDE,HIGH,REVIEW,1
LBL-084,36107568,10.1097/MD.0000000000030165,2022,Medicine,: Short-term effects of exposure to particulate matter on hospital admissions for asthma and chronic obstructive pulmonary disease.,"We investigated the effects of particulate matter (PM) factors on hospitalization rates for asthma and chronic obstructive pulmonary disease (COPD). We obtained data on pollutants-PM10, PM2.5-in Seoul, South Korea. We also investigated data for asthma and COPD exacerbation that required hospitalization from 2006 to 2016. We used a time-stratified case-crossover design and generalized additive models with log transformation to assess adjusted risk, and conditional logistic regression was performed to analyze these data. Our study showed that PM10 and PM2.5, on different best lag days, were associated with increased risks of COPD or asthma hospitalization. The odds ratios (ORs) for each per-unit increase in PM10 and PM2.5 were higher in patients with male asthma (PM10: OR, 1.012; 95% confidence interval [CI], 1.008-1.016 and PM2.5: OR, 1.015; 95% CI, 1008-1.023), preschool asthma (PM10: OR, 1.015; 95% CI, 1.006-1.015 and PM2.5: OR, 1.015; 95% CI, 1.009-1.024), male COPD (PM10: OR, 1.012; 95% CI, 1.005-1.019 and PM2.5: OR, 1.013; 95% CI, 1.000-1.026), and senior COPD (PM10: OR, 1.016; 95% CI, 1.008-1.024 and PM2.5: OR, 1.022; 95% CI, 1.007-1.036). Increasing PM levels increased hospitalizations for asthma and COPD. Additionally, the consequences may be different according to age and sex, and PM2.5 may have a more significant effect on airway disease patients than PM10.",https://pubmed.ncbi.nlm.nih.gov/36107568/,INCLUDE,HIGH,"ESTUDO-MP2,5-CASE CROSSOVER-DPOC E ASMA-IC 95%-INGLÊS",0
LBL-085,41242364,10.1016/j.ypmed.2025.108467,2026,Preventive medicine,Mental health emergencies and mortality following public fine particulate matter alerts: A Nationwide case-crossover study in South Korea.,"OBJECTIVE: Little is known about whether issuing particulate matter ≤2.5 μm (PM2.5) alerts influences emergency department presentations for mental health or mortality. We evaluated the impact of PM2.5 alerts on mental disorder-related emergency visit and mortality. METHODS: We conducted a time-stratified case-crossover analysis comparing PM2.5 alert versus non-alert days between 1 January 2015 and 31 December 2021 using multiple South Korean databases. Alert days were 1:1 matched to non-alert days on the basis of daily mean municipal-level of PM2.5. We applied conditional Poisson regression models, stratified by region, to estimate relative risks of mental disorder, related emergency department visits and mortality for PM2.5 alert. RESULTS: A 20 μg/m3 increase in PM2.5 was associated with elevated risks of mental disorder-related emergency department visits and mortality. On PM2.5 alert days, the risk of mental disorder-related emergency visits was lower compared with matched non-alert days (RR = 0.94, 95 % confidence intervals [CI]: 0.92, 0.97). This association was observed for both organic and non-organic mental disorders. All-cause, cardiovascular, and respiratory mortality showed small, non-significant increases on alert days. CONCLUSIONS: Issuance of PM2.5 alerts in South Korea was associated with a modest reduction in emergency visits for mental disorders but did not correspond with lower mortality.",https://pubmed.ncbi.nlm.nih.gov/41242364/,EXCLUDE,HIGH,MORTALIDADE E SAÚDE MENTAL,3
LBL-086,29889687,10.1097/EDE.0000000000000873,2018,"Epidemiology (Cambridge, Mass.)",Associations of Source-apportioned Fine Particles with Cause-specific Mortality in California.,"BACKGROUND: Exposure to ambient fine particulate matter (PM2.5) has been linked with premature mortality, but sources of PM2.5 have been less studied. METHODS: We evaluated associations between source-specific PM2.5 exposures and cause-specific short-term mortality in eight California locations from 2002 to 2011. Speciated PM2.5 measurements were source-apportioned using Positive Matrix Factorization into eight sources and combined with death certificate data. We used time-stratified case-crossover analysis with conditional logistic regression by location and meta-analysis to calculate pooled estimates. RESULTS: Biomass burning was associated with all-cause mortality lagged 2 days after exposure (lag2) (% changelag2 in odds per interquartile range width increase in biomass burning PM2.5 = 0.8, 95% confidence interval [CI] = 0.2, 1.4), cardiovascular (% changelag2 = 1.3, 95% CI = 0.3, 2.4), and ischemic heart disease (% changelag2 = 2.0, 95% CI = 0.6, 3.5). Vehicular emissions were associated with increases in cardiovascular mortality (% changelag0 = 1.4, 95% CI = 0.0, 2.9). Several other sources exhibited positive associations as well. Many findings persisted during the cool season. Warm season biomass burning was associated with respiratory/thoracic cancer mortality (% changelag1 = 5.9, 95% CI = 0.7, 11.3), and warm season traffic was associated with all-cause (% changelag0 = 1.9, 95% CI = 0.1, 3.6) and cardiovascular (% changelag0 = 2.9, 95% CI = 0.1, 5.7) mortality. CONCLUSIONS: Our results suggest that acute exposures to biomass burning and vehicular emissions are linked with cardiovascular mortality, with additional sources (i.e., soil, secondary nitrate, secondary sulfate, aged sea salt, and chlorine sources) showing associations with other specific mortality types.",https://pubmed.ncbi.nlm.nih.gov/29889687/,EXCLUDE,HIGH,MORTALIDADE,3
LBL-087,31059876,10.1016/j.scitotenv.2019.04.357,2019,The Science of the total environment,Changes in the acute response of respiratory diseases to PM,"Prior studies reported that exposure to increased concentrations of fine particulate matter (PM2.5) were associated with increased rates of hospitalization and emergency department (ED) visits for asthma and chronic obstructive pulmonary disease (COPD). In this study, rates were examined from 2005 to 2016 using a case-crossover design to ascertain if there have been changes in the rates per unit mass exposure given substantial reductions in PM2.5 concentration and changes in its composition. PM2.5 concentrations were reduced through a combination of policies designed to improve air quality and economic drivers, including the 2008 economic recession and shifts in the relative costs of coal and natural gas. The study period was split into three periods reflecting that much of the emissions changes occurred between 2008 and 2013. Thus, the three periods were defined as: BEFORE (2005 to 2007), DURING (2008-2013), and AFTER (2014-2016). In general, the number of hospitalizations and ED visits declined with the decreased concentration of PM2.5. However, the rate of COPD hospitalizations and asthma ED visits associated with each interquartile range increase in ambient PM2.5 concentration was larger in the AFTER period than the DURING and BEFORE periods. For example, each 6.8 μg/m3 increase in PM2.5 on the same day was associated with 0.4% (0.0%, 0.8%), 0.3% (-0.2%, 0.7%), and 2.7% (1.9%, 3.5) increases in the rate of asthma emergency department visits in the BEFORE, DURING, and AFTER periods, respectively, suggesting the same mass concentration of PM2.5 was more toxic in the AFTER period.",https://pubmed.ncbi.nlm.nih.gov/31059876/,INCLUDE,HIGH,"ESTUDO-MP2,5-CASE CROSSOVER-RESPIRATÓRIO-IC 95%-INGLÊS",0
LBL-088,38169380,10.1186/s12940-023-01042-2,2024,Environmental health : a global access science source,The short-term effect of ambient particulate matter on suicide death.,"BACKGROUND: Air pollution can cause various respiratory and neurological diseases and continuous exposure can lead to death. Previous studies have reported that particulate matter (PM) exposure increases the risk of depression, suicidal thoughts, and suicidal death; however, the results are inconsistent and limited. This study aimed to examine the relationship between short-term PM exposure and suicide deaths, as well as investigate the short-term effects of PM on suicide death within vulnerable groups based on factors such as sex, age group, suicide-related information (note, method, and cause), psychiatric disorders, and physical diseases. METHODS: Data on a total of 28,670 suicide deaths from 2013 to 2017, provided by the Korea Foundation for Suicide Prevention, were analyzed. The study design employed a time-series analysis with a two-stage approach. In the first step, a generalized additive model combined with a distributed lag nonlinear model was used to estimate the short-term effect of PM exposure on suicide risk specific to each city. In the second step, the estimated results from each city were pooled through a meta-analysis to derive the overall effect. We determined the effects of single lag, cumulative lag, and moving average PM concentrations from days 0-7 before suicide. RESULTS: We confirmed an association between exposure to PM10 (≤ 10 μm in diameter) and deaths due to suicide. In particular, among individuals with psychiatric disorders and those who employed non-violent suicide methods, increased exposure to PM10 was associated with a higher risk of death by suicide, with percentage changes of 5.92 (95% confidence interval [CI]: 3.95-7.92) and 11.47 (95% CI: 7.95-15.11), respectively. Furthermore, in the group with psychiatric disorders, there was an observed tendency of increasing suicide risk as PM10 levels increased up to 120 µg/m3, whereas in the group with non-violent suicide deaths, there was a pronounced trend of rapid increase in suicide risk with an increase in PM10 up to 100 µg/m3. CONCLUSIONS: These results show an association between short-term exposure to PM and suicide. Our study adds evidence for the benefits of reducing PM in preventing diseases and improving mental health.",https://pubmed.ncbi.nlm.nih.gov/38169380/,EXCLUDE,HIGH,MP10 E SUICÍDIO,"2,3"
LBL-089,39937479,10.1001/jamanetworkopen.2024.57666,2025,JAMA network open,Dust Storms and Emergency Department Visits in 3 Southwestern States Using NWS Storm Reports.,"IMPORTANCE: Dust storms are projected to increase with climate change. The short-term health outcomes associated with dust storms in the US are not well characterized, especially for morbidity outcomes. OBJECTIVE: To estimate associations between dust storms and diagnosis-specific emergency department (ED) visits during 2005 to 2018. DESIGN, SETTING, AND PARTICIPANTS: In this cross-sectional study using a time-stratified case-crossover design, short-term associations between dust storms and ED visits were estimated at the zip code level using conditional Poisson analysis with adjustment for meteorology and within-month trends. Same-day dust storm events and storm events within a lag period of up to 7 days were considered. State-wide patient-level ED visit records acquired from 3 state health departments (Arizona, California, and Utah) were analyzed. Data were analyzed between April 21 and November 12, 2024. EXPOSURES: Dust storm events were reported by the US National Weather Service and assigned to each patient zip code that had at least a 5% areal overlap with the National Weather Service forecast zone. MAIN OUTCOMES AND MEASURES: Patient-level ED visits for asthma, chronic obstructive pulmonary disease, culture-negative pneumonia, congestive heart failure (CHF), cerebrovascular disease, ischemic heart disease, and visits due to motor vehicle accidents. RESULTS: The analysis included 33 500 ED visits among the outcomes of interest (5717 children aged 0-17 years [17.1%] and 11 150 adults aged >65 years [33.3%]; 17 394 male [51.9%] and 16 104 female [48.1%]; 2829 Black [8.4%] and 22 537 White [67.2%]; 9256 Hispanic [27.6%]) and 206 dust-impacted zip codes. The strongest associations between dust storms and ED visits were found for asthma (lag 0-2 relative risk [RR], 1.06; 95% CI, 1.01-1.11; P = .03), culture-negative pneumonia (lag 0-7 RR, 1.06; 95% CI, 1.02-1.10; P = .002), CHF (lag 0-7 RR, 1.06; 95% CI, 1.01-1.10; P = .01), and motor vehicle accidents (lag 0 RR, 1.13; 95% CI, 1.04-1.23; P = .003). Associations of dust storm exposure with ischemic heart disease were mostly protective (eg, lag 0-2 RR, 0.89; 95% CI, 0.84-0.95; P < .001). Associations of dust storm exposure with risk of ED visits for CHF and motor vehicle accidents were robust against adjustment for ambient ozone (eg, CHF: RR, 1.08; 95% CI, 1.03-1.13; P = .003) and nitrogen dioxide (eg, CHF: RR, 1.08; 95% CI, 1.03-1.13; P = .003) air pollution. CONCLUSIONS AND RELEVANCE: In this study, dust storms were positively associated with ED visits for asthma, pneumonia, heart failure, and motor vehicle accidents. These findings contribute to our understanding of the association of dust storms with morbidity in the US and potential outcomes under a changing climate.",https://pubmed.ncbi.nlm.nih.gov/39937479/,EXCLUDE,HIGH,"NAO É MP2,5",2
LBL-090,25244038,10.1016/j.scitotenv.2014.08.093,2015,The Science of the total environment,Multifactorial airborne exposures and respiratory hospital admissions--the example of Santiago de Chile.,"UNLABELLED: Our results provide evidence for respiratory effects of combined exposure to airborne pollutants in Santiago de Chile. Different pollutants account for varying adverse effects. Ozone was not found to be significantly associated with respiratory morbidity. BACKGROUND: High concentrations of various air pollutants have been associated with hospitalization due to development and exacerbation of respiratory diseases. The findings of different studies vary in effect strength and are sometimes inconsistent. OBJECTIVES: We aimed to assess associations between airborne exposures by particulate matter as well as gaseous air pollutants and hospital admissions due to respiratory disease groups under the special orographic and meteorological conditions of Santiago de Chile. METHODS: The study was performed in the metropolitan area of Santiago de Chile during 2004-2007. We applied a time-stratified case-crossover analysis taking temporal variation, meteorological conditions and autocorrelation into account. We computed associations between daily ambient concentrations of carbon monoxide (CO), nitrogen dioxide (NO2), particulate matter (PM10 and PM2.5 - particulate matter with aerodynamic diameters less than 10 or 2.5 μm, respectively) or ozone (O3) and hospital admissions for respiratory illnesses. RESULTS: We found for CO, NO2, PM10 and PM2.5 adverse relationships to respiratory admissions while effect strength and lag depended on the pollutant and on the disease group. By trend, in 1-pollutant models most adverse pollutants were CO and PM10 followed by PM2.5, while in 2-pollutant models effects of NO2 persisted in most cases whereas other effects weakened and significant effects remain for PM2.5, only. In addition the strongest effects seemed to be immediate or with a delay of up to one day, but effects were found until day 7, too. Adverse effects of ozone could not be detected. CONCLUSIONS: Taking case numbers and effect strength of all cardiovascular diseases into account, mitigation measures should address all pollutants especially CO, NO2, and PM10.",https://pubmed.ncbi.nlm.nih.gov/25244038/,EXCLUDE,LOW,"FALA DE ASSOCIAÇÕES, MAS NÃO CITA IC 95% OU OUTRO",5
LBL-091,28628139,,2017,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,[Effect of particulate air pollution on hospital admissions for acute exacerbation of chronic obstructive pulmonary disease in Beijing].,"OBJECTIVE: To assess the association between particulate air pollution and hospital admissions for acute exacerbation of chronic obstructive pulmonary disease (AECOPD) in Beijing, and to evaluate the differences of association among different subgroups. METHODS: Hospital admissions to intertiary hospitals for AECOPD from January 1, 2014, through December 31, 2015 were obtained from the electronic hospitalization summary reports (HSRs).We obtained the data on air pollution during the study period from the national air pollution monitoring system. The data on meteorological variables were obtained from the Chinese meteorological bureau. A poison generalized additive model was used to assess the effects of particulate pollution on AECOPD with adjustment for the long term trend, day of week, holiday effect and meteorological variables. Subgroup analyses were also conducted by age and gender, which would help identify higher-risk groups. RESULTS: A total of 7 884 hospitalizations from 15 tertiary hospitals were recorded during the study period, and 69.3% were male patients, 37.1% were ≥80 years of age, 45.5% were 65-79 years of age, and 17.4% were younger than 65. The mean (SD) daily concentrations of PM2.5, PM10 were 77.1 (66.6) μg/m3, 111.9 (75.8) μg/m3. Every 10 μg/m3 increase in particulate pollution concentration for a lag of 4 d was associated with an increase in hospital admissions for AECOPD as follows: 0.53% (95% CI: 0.01%-1.06%, P=0.0478) of PM2.5, 0.53% (95% CI: 0.07%-1.00%, P=0.0250) of PM10, respectively. We found differences in risk for AECOPD admissions among the different subgroups. For every 10 μg/m3 increase in PM2.5, PM10 exposure in the female group there was a 1.13% (95% CI: 0.19%-2.07%, P=0.018 3) increase, 1.06% (95% CI: 0.22%-1.91%, P=0.013 6) increase in admissions, respectively, while in the male group, the association was non-significant. The patients of 80 years of age and older demonstrated a higher risk of AECOPD, 1.25% (95% CI: 0.40%-2.11%, P=0.004 0) increase of PM2.5, 1.18% (95% CI: 0.42%-1.95%, P=0.002 4) increase of PM10, respectively, while other subgroups didn't find significant association. CONCLUSION: Our findings showed that particulate air pollution was significantly associated with hospital admissions for AECOPD in Beijing. The susceptibility to particulate pollution varied by gender and age.",https://pubmed.ncbi.nlm.nih.gov/28628139/,EXCLUDE,HIGH,NAO É EM INGLÊS,6
LBL-092,38537965,10.21873/anticanres.16932,2024,Anticancer research,Breath of Danger: Unveiling PM2.5's Stealthy Impact on Cancer Risks.,"This article explores the intricate relationship between airborne particulate matter (PM), specifically PM2.5, and its profound impact on human health, emphasising the heightened risks of cancer. Examining the composition and characteristics of PM2.5, such as particle size and surface area, reveals its ability to induce inflammatory injury and oxidative damage. The carcinogenic potential extends beyond respiratory implications, affecting various organs, including the digestive tract, breast, and prostate. In addition to the genotoxic effects of PM2.5, attached polycyclic aromatic hydrocarbons are recognized to be endocrine-disrupting chemicals with specific implications for breast and prostate cancer. Long-term exposure to PM2.5 is associated with increased cancer mortality, with specific risks identified for different cancer types. The linear correlation between cancer risk and PM2.5 concentration calls for a re-evaluation of permissible emission levels. The article concludes by proposing specific mitigating strategies for individuals exposed to elevated PM2.5. It suggests antioxidant-rich diets and supplements, and exploring inhalation-based antioxidant administration as potential protective measures.",https://pubmed.ncbi.nlm.nih.gov/38537965/,EXCLUDE,HIGH,CÂNCER E REVIEW,"1,3"
LBL-093,26036738,,2015,Epidemiologia e prevenzione,[Meta-analysis or pooled analysis? A comparison based on time-series used for the analysis of short-term effects of air pollution on human health].,"OBJECTIVES: to compare the meta-analysis and the pooled analysis approach to study short-term effects of air pollution on human health in Emilia-Romagna Region (Central Italy) cities, characterised by strong homogeneity of environmental and sociodemographic features. METHODS: application of fixed-effects meta-analysis and fixed-effects pooled analysis on time-series data of seven cities in Emilia-Romagna in the period 2006-2010. The relationship among adverse health events (deaths due to natural causes, cardiovascular disease, cerebrovascular disease and respiratory disease) and concentrations of PM10, PM2.5 and NO2 was investigated by means of GAM models, using the EpiAir protocol. RESULTS: the pooled analysis application entailed a gain in terms of precision of effect estimates in respect to meta-analysis approach. The interval widths of pooled analysis are lower than those of meta-analytic estimates, with percentage reductions between 7% and 43%. This power increase led to a major number of statistically significant pooled analysis estimates. It has been a generally good correspondence between the two methods in terms of direction and strength of the association among health outcomes and the various pollutants. An exception is the PM10 effect estimate on respiratory mortality, where the meta-analytic estimate was significantly higher and not in line with literature data. CONCLUSIONS: the study highlighted the increase in accuracy and stability of effect estimates obtained from a pooled analysis compared to a meta-analysis in a regional context such as the Emilia-Romagna Region, characterised by the absence of heterogeneity in exposure to pollutants and other confounders. In this context, the pooled approach is to be considered preferable to meta-analysis.",https://pubmed.ncbi.nlm.nih.gov/26036738/,EXCLUDE,HIGH,META ANALYSIS-SEM IC 95%,"1,5"
LBL-094,36003277,10.3390/atmos13050719,2022,Atmosphere,New Homogeneous Spatial Areas Identified Using Case-Crossover Spatial Lag Grid Differences between Aerosol Optical Depth-PM,"Optimal use of Hierarchical Bayesian Model (HBM)-assembled aerosol optical depth (AOD)-PM2.5 fused surfaces in epidemiologic studies requires homogeneous temporal and spatial fused surfaces. No analytical method is available to evaluate spatial heterogeneity. The temporal case-crossover design was modified to assess the spatial association between four experimental AOD-PM2.5 fused surfaces and four respiratory-cardiovascular hospital events in 12 km2 grids. The maximum number of adjacent lag grids with significant odds ratios (ORs) identified homogeneous spatial areas (HOSAs). The largest HOSA included five grids (lag grids 04; 720 km2) and the smallest HOSA contained two grids (lag grids 01; 288 km2). Emergency department asthma and inpatient asthma, myocardial infarction, and heart failure ORs were significantly higher in rural grids without air monitors than in urban grids with air monitors at lag grids 0, 1, and 01. Rural grids had higher AOD-PM2.5 concentration levels, population density, and poverty percentages than urban grids. Warm season ORs were significantly higher than cold season ORs for all health outcomes at lag grids 0, 1, 01, and 04. The possibility of elevated fine and ultrafine PM and other demographic and environmental risk factors synergistically contributing to elevated respiratory-cardiovascular chronic diseases in persons residing in rural areas was discussed.",https://pubmed.ncbi.nlm.nih.gov/36003277/,INCLUDE,MEDIUM,"ESTUDO-MP2,5-CASE CROSSOVER-RESPIRATÓRIO-CITA OR, MAS SEM VALORES-INGLÊS",0
LBL-095,37940200,10.1136/thorax-2022-219262,2023,Thorax,Relationship between air quality and asthma-related emergency hospital admissions in Mexico City 2017-2019.,"BACKGROUND: Previous studies found exposure to air pollution leads to exacerbations of asthma in paediatric and adult patients and increases asthma-related emergency hospital admissions (AREHA). METHODS: AREHAs and levels of air pollutants (PM10, PM2.5 and NO2) were obtained from Mexico City for the period 2017-2019. A time-series approach was used to explore the relationship between air pollutants and AREHA. Relative risks of AREHA were estimated using a negative binomial regression in young children (less than 5 years) and adults (greater than 18 years). RESULTS: There was a positive association between AREHA and PM10, PM2.5 and NO2 in adults, which remained after mutual adjustment for these pollutants. The relative risk (RR) of admission in adults increased by 3% (95% CI 1% to 4%) for a 10 µg/m3 increase in PM10, 1% (0.03% to 3%) for a 5 µg/m3 increase in PM2.5 and by 1% (0.06% to 2%) for a 5 µg/m3 increase in NO2. In contrast, in young children, AREHAs were negatively associated with PM10 after adjustment for NO2 (RR 0.97 (0.95 to 0.99) for a 10 µg/m3 and with NO2 after adjustment for PM10 and PM2.5 (RR 0.98 (0.96 to 0.99) and 0.97 (0.96 to 0.99), respectively, for a 5 µg/m3 increase in NO2). AREHAs in children were not associated with PM2.5 after adjustment for NO2. CONCLUSIONS: Ambient air pollution, within the previous week, was associated with emergency hospital admissions for asthma to public hospitals in adults in Mexico City. The relationship in children was less consistent. Further work is needed to explore why differences between adults and children exist to inform appropriate interventions to benefit public health.",https://pubmed.ncbi.nlm.nih.gov/37940200/,INCLUDE,HIGH,"ESTUDO-MP2,5-TIME SERIES-ASMA-IC 95% RR-INGLÊS",0
